date,home_team,away_team,home_win,runs_scored_diff,runs_allowed_diff,season_run_diff_diff,recent_win_pct_diff,rest_days_diff
2026-04-14,Philadelphia Phillies,Chicago Cubs,0,-0.4375,-0.4375,-0.875,0.09999999999999998,0
2026-04-14,New York Yankees,Los Angeles Angels,0,-0.132352941176471,1.8014705882352944,1.6691176470588236,-0.09999999999999998,0
2026-04-14,Atlanta Braves,Miami Marlins,1,0.8235294117647056,1.176470588235294,2.0,0.09999999999999998,0
2026-04-14,Minnesota Twins,Boston Red Sox,1,1.1617647058823533,0.15808823529411775,1.3198529411764706,0.19999999999999996,0
2026-04-14,Chicago White Sox,Tampa Bay Rays,0,-1.604166666666667,0.39583333333333304,-1.2083333333333335,-0.09999999999999998,0
2026-04-14,Milwaukee Brewers,Toronto Blue Jays,0,1.5333333333333332,1.2000000000000002,2.7333333333333334,0.2,0
2026-04-14,St. Louis Cardinals,Cleveland Guardians,1,0.2588235294117647,-1.0823529411764712,-0.8235294117647058,-0.09999999999999998,0
2026-04-14,Houston Astros,Colorado Rockies,1,1.5257352941176467,-1.8566176470588234,-0.3308823529411765,-0.30000000000000004,-1
2026-04-14,San Diego Padres,Seattle Mariners,1,0.5661764705882355,-0.3382352941176472,0.2279411764705882,0.30000000000000004,1
2026-04-14,Athletics,Texas Rangers,1,-0.1875,-1.0625,-1.25,0.19999999999999996,0
2026-04-14,Los Angeles Dodgers,New York Mets,1,2.2904411764705883,0.5588235294117645,2.849264705882353,0.4,0
2026-04-15,Baltimore Orioles,Arizona Diamondbacks,0,0.06862745098039191,0.43790849673202636,0.5065359477124183,-0.09999999999999998,0
2026-04-15,St. Louis Cardinals,Cleveland Guardians,1,0.3125,-0.9652777777777777,-0.6527777777777778,0.0,0
2026-04-15,Minnesota Twins,Boston Red Sox,0,1.4444444444444446,0.48692810457516345,1.9313725490196079,0.4,0
2026-04-15,Detroit Tigers,Kansas City Royals,1,0.5772058823529411,0.5036764705882355,1.0808823529411766,0.09999999999999998,0
2026-04-15,Pittsburgh Pirates,Washington Nationals,1,-0.7647058823529411,2.352941176470588,1.5882352941176472,0.09999999999999998,0
2026-04-15,Cincinnati Reds,San Francisco Giants,1,0.23529411764705888,0.1764705882352935,0.41176470588235303,0.3,0
2026-04-15,Philadelphia Phillies,Chicago Cubs,0,-0.764705882352942,-0.7647058823529411,-1.5294117647058822,-0.09999999999999998,0
2026-04-15,New York Yankees,Los Angeles Angels,1,-0.47058823529411775,1.3562091503267975,0.8856209150326797,-0.3,0
2026-04-15,Atlanta Braves,Miami Marlins,1,0.833333333333333,1.166666666666667,2.0,0.09999999999999998,0
2026-04-15,Chicago White Sox,Tampa Bay Rays,0,-1.698529411764706,0.194852941176471,-1.5036764705882353,-0.29999999999999993,0
2026-04-15,Milwaukee Brewers,Toronto Blue Jays,1,1.3125,1.0,2.3125,0.0,0
2026-04-15,Houston Astros,Colorado Rockies,1,1.4901960784313726,-1.689542483660131,-0.19934640522875824,-0.2,0
2026-04-15,San Diego Padres,Seattle Mariners,1,0.6993464052287579,-0.14379084967320255,0.5555555555555556,0.5,0
2026-04-15,Athletics,Texas Rangers,1,-0.11764705882352944,-0.9411764705882351,-1.0588235294117647,0.19999999999999996,0
2026-04-15,Los Angeles Dodgers,New York Mets,1,2.2058823529411766,0.5915032679738563,2.7973856209150325,0.5,0
2026-04-16,Pittsburgh Pirates,Washington Nationals,0,-0.6111111111111107,2.333333333333333,1.7222222222222223,0.09999999999999998,0
2026-04-16,Cincinnati Reds,San Francisco Giants,0,0.5,0.44444444444444464,0.9444444444444444,0.3,0
2026-04-16,Detroit Tigers,Kansas City Royals,1,0.5947712418300655,0.5392156862745101,1.1339869281045751,0.2,0
2026-04-16,New York Yankees,Los Angeles Angels,0,-0.3918128654970765,1.3362573099415207,0.9444444444444444,-0.2,0
2026-04-16,Milwaukee Brewers,Toronto Blue Jays,1,1.2941176470588234,1.0,2.2941176470588234,0.0,0
2026-04-16,Chicago White Sox,Tampa Bay Rays,0,-1.892156862745098,-0.1013071895424833,-1.9934640522875817,-0.5,0
2026-04-16,Athletics,Texas Rangers,0,-0.05555555555555536,-0.8333333333333339,-0.8888888888888888,0.30000000000000004,0
2026-04-16,Cleveland Guardians,Baltimore Orioles,1,-0.33040935672514626,0.07017543859649056,-0.26023391812865493,-0.09999999999999998,0
2026-04-16,Houston Astros,Colorado Rockies,0,1.526315789473684,-1.5,0.026315789473684237,-0.2,0
2026-04-16,San Diego Padres,Seattle Mariners,1,0.7222222222222223,-0.09064327485380108,0.631578947368421,0.5,0
2026-04-17,Chicago Cubs,New York Mets,1,1.801169590643275,-0.008771929824561653,1.7923976608187133,0.3,0
2026-04-17,Cleveland Guardians,Baltimore Orioles,0,-0.20789473684210513,0.16578947368421026,-0.04210526315789476,-0.09999999999999998,0
2026-04-17,Philadelphia Phillies,Atlanta Braves,0,-1.5789473684210522,-2.1257309941520472,-3.7046783625730995,-0.3,0
2026-04-17,Washington Nationals,San Francisco Giants,0,2.5789473684210527,-1.8421052631578947,0.7368421052631579,0.19999999999999996,0
2026-04-17,Pittsburgh Pirates,Tampa Bay Rays,1,-0.05555555555555536,1.0555555555555554,1.0,-0.30000000000000004,0
2026-04-17,New York Yankees,Kansas City Royals,1,1.1052631578947367,0.1578947368421053,1.263157894736842,0.0,0
2026-04-17,Miami Marlins,Milwaukee Brewers,0,-0.4239766081871341,-0.3596491228070171,-0.783625730994152,-0.10000000000000003,1
2026-04-17,Boston Red Sox,Detroit Tigers,1,0.22222222222222232,-1.1666666666666665,-0.9444444444444444,-0.09999999999999998,1
2026-04-17,Houston Astros,St. Louis Cardinals,0,0.9970588235294118,-0.7911764705882351,0.20588235294117652,-0.39999999999999997,-1
2026-04-17,Minnesota Twins,Cincinnati Reds,0,2.052631578947369,-0.47368421052631593,1.5789473684210527,0.30000000000000004,1
2026-04-17,Colorado Rockies,Los Angeles Dodgers,0,-1.8859649122807016,-1.090643274853801,-2.9766081871345027,-0.4,-1
2026-04-17,Los Angeles Angels,San Diego Padres,1,0.5131578947368425,-1.2684210526315791,-0.755263157894737,-0.4,0
2026-04-17,Seattle Mariners,Texas Rangers,0,-0.4157894736842107,-0.015789473684210797,-0.431578947368421,-0.19999999999999996,0
2026-04-17,Arizona Diamondbacks,Toronto Blue Jays,1,0.5906432748538011,0.5877192982456148,1.1783625730994152,0.39999999999999997,1
2026-04-17,Athletics,Chicago White Sox,0,0.9473684210526319,0.6315789473684212,1.5789473684210527,0.49999999999999994,0
2026-04-18,New York Yankees,Kansas City Royals,1,1.15,0.25000000000000044,1.4,0.09999999999999998,0
2026-04-18,Minnesota Twins,Cincinnati Reds,0,1.9000000000000004,-0.5000000000000004,1.4,0.19999999999999996,0
2026-04-18,Chicago Cubs,New York Mets,1,2.128947368421052,0.3921052631578945,2.5210526315789474,0.5,0
2026-04-18,Pittsburgh Pirates,Tampa Bay Rays,0,0.1578947368421053,1.202631578947368,1.3605263157894736,-0.09999999999999998,0
2026-04-18,Washington Nationals,San Francisco Giants,0,2.1999999999999997,-2.0,0.19999999999999996,0.0,0
2026-04-18,Athletics,Chicago White Sox,1,0.5499999999999998,0.25,0.7999999999999999,0.39999999999999997,0
2026-04-18,Boston Red Sox,Detroit Tigers,0,0.2631578947368425,-1.0526315789473681,-0.7894736842105263,0.0,0
2026-04-18,Miami Marlins,Milwaukee Brewers,0,-0.507894736842105,-0.4394736842105269,-0.9473684210526315,-0.10000000000000003,0
2026-04-18,Cleveland Guardians,Baltimore Orioles,1,-0.29761904761904745,0.061904761904761685,-0.2357142857142857,-0.09999999999999998,0
2026-04-18,Houston Astros,St. Louis Cardinals,0,0.6746031746031749,-1.0,-0.3253968253968254,-0.39999999999999997,0
2026-04-18,Seattle Mariners,Texas Rangers,1,-0.6357142857142852,-0.26190476190476186,-0.8976190476190475,-0.19999999999999996,0
2026-04-18,Philadelphia Phillies,Atlanta Braves,0,-1.960526315789474,-2.478947368421052,-4.439473684210526,-0.39999999999999997,0
2026-04-18,Colorado Rockies,Los Angeles Dodgers,1,-2.094736842105263,-1.3421052631578947,-3.4368421052631577,-0.5,0
2026-04-18,Arizona Diamondbacks,Toronto Blue Jays,1,0.7131578947368422,0.7105263157894735,1.4236842105263157,0.39999999999999997,0
2026-04-18,Los Angeles Angels,San Diego Padres,0,0.8809523809523814,-0.8166666666666669,0.06428571428571428,-0.30000000000000004,0
2026-04-19,Washington Nationals,San Francisco Giants,1,2.047619047619047,-1.9523809523809526,0.09523809523809523,-0.09999999999999998,0
2026-04-19,Pittsburgh Pirates,Tampa Bay Rays,1,0.0952380952380949,1.102380952380953,1.1976190476190476,-0.19999999999999996,0
2026-04-19,New York Yankees,Kansas City Royals,1,1.5238095238095242,0.6666666666666665,2.1904761904761907,0.2,0
2026-04-19,Cleveland Guardians,Baltimore Orioles,1,-0.18831168831168865,0.1493506493506489,-0.038961038961038974,0.0,0
2026-04-19,Miami Marlins,Milwaukee Brewers,1,-0.6261904761904766,-0.5666666666666673,-1.1928571428571428,-0.10000000000000003,0
2026-04-19,Houston Astros,St. Louis Cardinals,0,0.535885167464115,-1.0454545454545459,-0.5095693779904307,-0.49999999999999994,0
2026-04-19,Minnesota Twins,Cincinnati Reds,0,1.7619047619047623,-0.5238095238095242,1.2380952380952381,0.09999999999999998,0
2026-04-19,Chicago Cubs,New York Mets,1,2.119047619047619,0.4738095238095239,2.5928571428571425,0.7,0
2026-04-19,Colorado Rockies,Los Angeles Dodgers,1,-1.9404761904761907,-1.2285714285714286,-3.169047619047619,-0.39999999999999997,0
2026-04-19,Athletics,Chicago White Sox,0,0.5714285714285716,0.2857142857142856,0.8571428571428572,0.39999999999999997,0
2026-04-19,Los Angeles Angels,San Diego Padres,0,0.7056277056277054,-0.9220779220779223,-0.21645021645021645,-0.4,0
2026-04-19,Seattle Mariners,Texas Rangers,1,-0.42207792207792183,-0.06060606060606055,-0.4826839826839827,0.0,0
2026-04-19,Arizona Diamondbacks,Toronto Blue Jays,0,0.8738095238095238,0.8690476190476186,1.7428571428571429,0.5,0
2026-04-19,Boston Red Sox,Detroit Tigers,0,0.10000000000000009,-1.15,-1.05,-0.09999999999999998,0
2026-04-19,Philadelphia Phillies,Atlanta Braves,0,-1.9690476190476187,-2.45,-4.419047619047619,-0.6000000000000001,0
2026-04-20,Boston Red Sox,Detroit Tigers,1,-0.09523809523809534,-1.2857142857142856,-1.380952380952381,-0.30000000000000004,0
2026-04-20,Cleveland Guardians,Houston Astros,0,-1.1304347826086962,1.9565217391304355,0.8260869565217391,0.3,0
2026-04-20,Tampa Bay Rays,Cincinnati Reds,0,1.3593073593073597,-1.2813852813852815,0.07792207792207795,0.09999999999999998,0
2026-04-20,Miami Marlins,St. Louis Cardinals,1,-0.3045454545454538,0.40909090909090917,0.10454545454545454,-0.39999999999999997,0
2026-04-20,Washington Nationals,Atlanta Braves,0,-0.04545454545454586,-3.1363636363636362,-3.1818181818181817,-0.20000000000000007,0
2026-04-20,Kansas City Royals,Baltimore Orioles,0,-0.9090909090909096,-0.22727272727272751,-1.1363636363636365,-0.2,0
2026-04-20,Chicago Cubs,Philadelphia Phillies,1,1.7619047619047614,1.4761904761904767,3.238095238095238,0.49999999999999994,0
2026-04-20,Colorado Rockies,Los Angeles Dodgers,0,-1.716450216450216,-1.0238095238095237,-2.74025974025974,-0.3,0
2026-04-20,Los Angeles Angels,Toronto Blue Jays,0,1.0476190476190474,0.6687370600414084,1.7163561076604554,0.09999999999999998,0
2026-04-20,Seattle Mariners,Athletics,0,-0.22332015810276706,1.347826086956522,1.1245059288537549,0.0,0
2026-04-21,Cleveland Guardians,Houston Astros,1,-1.375,1.583333333333334,0.20833333333333331,0.2,0
2026-04-21,Tampa Bay Rays,Cincinnati Reds,0,1.0750988142292495,-1.4446640316205537,-0.3695652173913043,0.0,0
2026-04-21,Miami Marlins,St. Louis Cardinals,0,-0.1966873706004142,0.47826086956521774,0.2815734989648033,-0.3,0
2026-04-21,Detroit Tigers,Milwaukee Brewers,0,-1.0021645021645016,0.6428571428571432,-0.35930735930735935,0.4,-1
2026-04-21,Washington Nationals,Atlanta Braves,1,-0.2608695652173916,-3.217391304347826,-3.4782608695652173,-0.30000000000000004,0
2026-04-21,Boston Red Sox,New York Yankees,0,-0.9545454545454541,-0.9090909090909096,-1.8636363636363638,0.0,-1
2026-04-21,New York Mets,Minnesota Twins,0,-1.818181818181818,0.1363636363636367,-1.6818181818181819,-0.5,0
2026-04-21,Kansas City Royals,Baltimore Orioles,1,-0.956521739130435,-0.3043478260869561,-1.2608695652173911,-0.3,0
2026-04-21,Chicago Cubs,Philadelphia Phillies,1,1.8636363636363638,1.5909090909090904,3.4545454545454546,0.49999999999999994,0
2026-04-21,Texas Rangers,Pittsburgh Pirates,1,-0.954545454545455,0.27272727272727293,-0.6818181818181819,-0.19999999999999996,0
2026-04-21,Colorado Rockies,San Diego Padres,0,-0.3636363636363633,-1.2351778656126484,-1.5988142292490117,-0.6000000000000001,-1
2026-04-21,Los Angeles Angels,Toronto Blue Jays,0,0.875,0.5037878787878789,1.3787878787878787,0.0,0
2026-04-21,Seattle Mariners,Athletics,0,-0.30072463768115965,1.2065217391304346,0.9057971014492753,-0.09999999999999998,0
2026-04-21,Arizona Diamondbacks,Chicago White Sox,0,0.7727272727272729,0.5,1.272727272727273,0.29999999999999993,0
2026-04-21,San Francisco Giants,Los Angeles Dodgers,1,-2.6363636363636367,-0.9090909090909087,-3.5454545454545454,-0.19999999999999996,1
2026-04-22,Miami Marlins,St. Louis Cardinals,1,-0.2727272727272725,0.3674242424242422,0.0946969696969697,-0.3,0
2026-04-22,Cleveland Guardians,Houston Astros,0,-1.2000000000000002,1.6399999999999997,0.43999999999999995,0.2,0
2026-04-22,Tampa Bay Rays,Cincinnati Reds,1,0.7826086956521738,-1.6467391304347823,-0.8641304347826086,-0.20000000000000007,0
2026-04-22,Kansas City Royals,Baltimore Orioles,0,-0.8750000000000004,-0.25,-1.125,-0.2,0
2026-04-22,Los Angeles Angels,Toronto Blue Jays,1,0.7599999999999998,0.3930434782608696,1.1530434782608694,0.0,0
2026-04-22,Seattle Mariners,Athletics,1,-0.41000000000000014,1.0333333333333332,0.6233333333333334,-0.19999999999999996,0
2026-04-22,Detroit Tigers,Milwaukee Brewers,1,-1.320158102766798,0.2667984189723325,-1.0533596837944663,0.19999999999999996,0
2026-04-22,Washington Nationals,Atlanta Braves,0,0.04166666666666696,-2.7916666666666665,-2.75,-0.19999999999999996,0
2026-04-22,Boston Red Sox,New York Yankees,0,-1.0869565217391304,-1.0434782608695654,-2.1304347826086953,-0.09999999999999998,0
2026-04-22,New York Mets,Minnesota Twins,1,-1.8260869565217397,0.04347826086956541,-1.782608695652174,-0.5,0
2026-04-22,Chicago Cubs,Philadelphia Phillies,1,1.9130434782608696,1.6521739130434785,3.5652173913043477,0.6000000000000001,0
2026-04-22,Texas Rangers,Pittsburgh Pirates,0,-0.7391304347826084,0.43478260869565233,-0.30434782608695643,0.0,0
2026-04-22,Colorado Rockies,San Diego Padres,1,-0.3840579710144927,-1.2318840579710146,-1.6159420289855073,-0.6000000000000001,0
2026-04-22,Arizona Diamondbacks,Chicago White Sox,1,0.47826086956521685,0.21739130434782616,0.6956521739130435,0.19999999999999996,0
2026-04-22,San Francisco Giants,Los Angeles Dodgers,1,-2.4347826086956523,-0.7826086956521738,-3.217391304347826,-0.09999999999999998,0
2026-04-23,Washington Nationals,Atlanta Braves,0,-0.040000000000000036,-2.7600000000000002,-2.8,-0.4,0
2026-04-23,Detroit Tigers,Milwaukee Brewers,1,-1.1340579710144931,0.38224637681159424,-0.7518115942028984,0.19999999999999996,0
2026-04-23,Chicago Cubs,Philadelphia Phillies,1,2.0416666666666665,1.7916666666666665,3.8333333333333335,0.8,0
2026-04-23,Colorado Rockies,San Diego Padres,0,-0.16666666666666696,-0.9749999999999996,-1.1416666666666666,-0.4,0
2026-04-23,Arizona Diamondbacks,Chicago White Sox,0,0.625,0.375,0.9999999999999999,0.19999999999999996,0
2026-04-23,San Francisco Giants,Los Angeles Dodgers,0,-2.208333333333333,-0.6250000000000004,-2.833333333333333,0.0,0
2026-04-23,Boston Red Sox,New York Yankees,0,-1.166666666666667,-1.1249999999999996,-2.2916666666666665,-0.29999999999999993,0
2026-04-23,New York Mets,Minnesota Twins,1,-1.708333333333333,0.08333333333333393,-1.625,-0.4,0
2026-04-23,Texas Rangers,Pittsburgh Pirates,1,-0.875,0.25000000000000044,-0.625,0.0,0
2026-04-24,Cincinnati Reds,Detroit Tigers,1,-0.2400000000000002,-0.16000000000000014,-0.4,0.0,1
2026-04-24,Baltimore Orioles,Boston Red Sox,1,0.7600000000000002,-0.040000000000000036,0.72,0.10000000000000003,1
2026-04-24,Toronto Blue Jays,Cleveland Guardians,0,-0.08012820512820484,-0.7307692307692308,-0.8108974358974359,-0.09999999999999998,0
2026-04-24,New York Mets,Colorado Rockies,0,-0.6338461538461542,0.32769230769230706,-0.3061538461538461,-0.2,0
2026-04-24,Tampa Bay Rays,Minnesota Twins,1,-0.24666666666666703,-0.6933333333333334,-0.94,0.19999999999999996,1
2026-04-24,Atlanta Braves,Philadelphia Phillies,1,2.209230769230769,2.215384615384615,4.424615384615384,0.7000000000000001,0
2026-04-24,Kansas City Royals,Los Angeles Angels,1,-1.3261538461538458,-0.45846153846153825,-1.7846153846153845,-0.30000000000000004,0
2026-04-24,Chicago White Sox,Washington Nationals,1,-1.3784615384615382,1.0307692307692307,-0.34769230769230774,0.09999999999999998,0
2026-04-24,Milwaukee Brewers,Pittsburgh Pirates,0,0.24666666666666703,-0.08833333333333293,0.15833333333333333,0.0,0
2026-04-24,Texas Rangers,Athletics,0,0.040000000000000036,1.1599999999999997,1.2,0.0,-1
2026-04-24,Houston Astros,New York Yankees,0,0.38923076923076927,-2.3692307692307693,-1.98,-0.4,1
2026-04-24,St. Louis Cardinals,Seattle Mariners,0,0.7240802675585285,-1.0618729096989972,-0.3377926421404682,0.19999999999999996,0
2026-04-24,Los Angeles Dodgers,Chicago Cubs,0,-0.07999999999999918,0.56,0.4800000000000002,-0.30000000000000004,0
2026-04-24,San Francisco Giants,Miami Marlins,0,-1.2400000000000002,0.40000000000000036,-0.84,0.09999999999999998,-1
2026-04-25,Baltimore Orioles,Boston Red Sox,0,1.0000000000000004,0.23076923076923084,1.2307692307692308,0.10000000000000003,0
2026-04-25,St. Louis Cardinals,Seattle Mariners,0,0.6481481481481484,-1.050925925925926,-0.4027777777777778,0.19999999999999996,0
2026-04-25,Toronto Blue Jays,Cleveland Guardians,1,-0.14518518518518508,-0.7866666666666671,-0.9318518518518519,-0.09999999999999998,0
2026-04-25,San Francisco Giants,Miami Marlins,1,-1.384615384615385,0.1923076923076925,-1.1923076923076923,0.0,0
2026-04-25,Tampa Bay Rays,Minnesota Twins,1,-0.08153846153846178,-0.5076923076923077,-0.5892307692307692,0.3,0
2026-04-25,Chicago White Sox,Washington Nationals,0,-1.2891737891737893,1.031339031339031,-0.25783475783475784,0.2,0
2026-04-25,Arizona Diamondbacks,San Diego Padres,0,0.23999999999999932,-1.1600000000000001,-0.9199999999999999,-0.20000000000000007,0
2026-04-25,Texas Rangers,Athletics,1,-0.23076923076923084,0.8461538461538463,0.6153846153846154,-0.19999999999999996,0
2026-04-25,Kansas City Royals,Los Angeles Angels,1,-1.1623931623931623,-0.32763532763532766,-1.4900284900284901,-0.2,0
2026-04-25,Houston Astros,New York Yankees,0,0.06837606837606813,-2.576923076923077,-2.5085470085470085,-0.4,0
2026-04-25,Milwaukee Brewers,Pittsburgh Pirates,0,-0.0015384615384617106,-0.3184615384615386,-0.31999999999999995,0.0,0
2026-04-25,Cincinnati Reds,Detroit Tigers,1,-0.1923076923076925,-0.11538461538461497,-0.3076923076923077,0.20000000000000007,0
2026-04-25,Los Angeles Dodgers,Chicago Cubs,1,-0.1538461538461533,0.4615384615384617,0.3076923076923075,-0.5,0
2026-04-25,Atlanta Braves,Philadelphia Phillies,0,2.202279202279202,2.2065527065527064,4.408831908831909,0.9,0
2026-04-26,Baltimore Orioles,Boston Red Sox,0,0.37037037037037024,-0.37037037037037024,0.0,0.0,0
2026-04-26,Atlanta Braves,Philadelphia Phillies,1,2.0105820105820107,2.0198412698412698,4.03042328042328,0.7000000000000001,0
2026-04-26,Toronto Blue Jays,Cleveland Guardians,1,-0.06593406593406659,-0.6813186813186816,-0.7472527472527473,-0.09999999999999998,0
2026-04-26,Cincinnati Reds,Detroit Tigers,0,0.0740740740740744,0.14814814814814792,0.2222222222222222,0.30000000000000004,0
2026-04-26,New York Mets,Colorado Rockies,0,-0.6481481481481479,0.2792022792022788,-0.368945868945869,-0.3,0
2026-04-26,New York Mets,Colorado Rockies,0,-0.6997354497354493,0.19973544973544932,-0.5,-0.39999999999999997,0
2026-04-26,Tampa Bay Rays,Minnesota Twins,1,0.10826210826210847,-0.29772079772079785,-0.18945868945868946,0.39999999999999997,0
2026-04-26,Chicago White Sox,Washington Nationals,0,-1.351851851851852,0.886243386243386,-0.4656084656084656,0.09999999999999998,0
2026-04-26,Houston Astros,New York Yankees,1,-0.11640211640211628,-2.6640211640211637,-2.7804232804232805,-0.6000000000000001,0
2026-04-26,Milwaukee Brewers,Pittsburgh Pirates,1,-0.11538461538461497,-0.42022792022791977,-0.5356125356125357,-0.09999999999999998,0
2026-04-26,St. Louis Cardinals,Seattle Mariners,0,0.572857142857143,-1.1114285714285717,-0.5385714285714286,0.09999999999999998,0
2026-04-26,Texas Rangers,Athletics,0,-0.18518518518518512,0.8518518518518521,0.6666666666666666,0.0,0
2026-04-26,Arizona Diamondbacks,San Diego Padres,1,0.1538461538461533,-1.1923076923076925,-1.0384615384615385,-0.30000000000000004,0
2026-04-26,San Francisco Giants,Miami Marlins,1,-1.1851851851851851,0.3333333333333339,-0.8518518518518519,0.19999999999999996,0
2026-04-26,Kansas City Royals,Los Angeles Angels,1,-0.7169312169312172,0.08201058201058231,-0.6349206349206349,0.0,0
2026-04-26,Los Angeles Dodgers,Chicago Cubs,1,0.1481481481481488,0.7407407407407405,0.8888888888888886,-0.4,0
2026-04-27,Cleveland Guardians,Tampa Bay Rays,0,-0.8199233716475103,0.5810983397190288,-0.2388250319284802,-0.09999999999999998,0
2026-04-27,Pittsburgh Pirates,St. Louis Cardinals,0,0.24450549450549453,0.9972527472527473,1.2417582417582418,0.0,0
2026-04-27,Toronto Blue Jays,Boston Red Sox,0,-0.10449735449735442,-0.3544973544973544,-0.458994708994709,0.09999999999999998,0
2026-04-27,Minnesota Twins,Seattle Mariners,1,0.6453201970443354,-0.8522167487684729,-0.20689655172413793,-0.5,0
2026-04-27,Chicago White Sox,Los Angeles Angels,1,-0.7573891625615765,-0.07142857142857117,-0.8288177339901479,0.2,0
2026-04-27,Texas Rangers,New York Yankees,0,-1.1785714285714288,-0.2142857142857144,-1.3928571428571428,-0.30000000000000004,0
2026-04-27,San Diego Padres,Chicago Cubs,1,-0.7658730158730158,0.1031746031746037,-0.6626984126984128,-0.10000000000000009,0
2026-04-27,Los Angeles Dodgers,Miami Marlins,1,1.1785714285714288,1.2142857142857144,2.392857142857143,0.09999999999999998,0
2026-04-28,Cleveland Guardians,Tampa Bay Rays,0,-0.8214285714285712,0.5214285714285714,-0.3,-0.19999999999999996,0
2026-04-28,Baltimore Orioles,Houston Astros,1,-0.7426108374384235,1.0,0.2573891625615764,0.10000000000000003,0
2026-04-28,Cincinnati Reds,Colorado Rockies,1,0.1453201970443354,0.2697044334975365,0.4150246305418719,0.09999999999999998,0
2026-04-28,Pittsburgh Pirates,St. Louis Cardinals,0,0.16858237547892774,0.8863346104725416,1.0549169859514687,0.0,0
2026-04-28,Philadelphia Phillies,San Francisco Giants,1,0.17857142857142838,-1.5,-1.3214285714285716,-0.6,0
2026-04-28,Toronto Blue Jays,Boston Red Sox,1,-0.2783251231527095,-0.514778325123153,-0.7931034482758621,0.09999999999999998,0
2026-04-28,New York Mets,Washington Nationals,1,-2.0935960591133007,1.5394088669950738,-0.5541871921182265,-0.2,0
2026-04-28,Atlanta Braves,Detroit Tigers,1,1.402709359605912,0.660098522167488,2.062807881773399,0.30000000000000004,0
2026-04-28,Minnesota Twins,Seattle Mariners,0,0.8643678160919546,-0.5896551724137931,0.27471264367816095,-0.39999999999999997,0
2026-04-28,Chicago White Sox,Los Angeles Angels,1,-0.6942528735632179,-0.03793103448275925,-0.7321839080459771,0.39999999999999997,0
2026-04-28,Milwaukee Brewers,Arizona Diamondbacks,1,0.0,0.8888888888888893,0.8888888888888888,-0.09999999999999998,0
2026-04-28,Texas Rangers,New York Yankees,0,-1.206896551724138,-0.27586206896551735,-1.4827586206896552,-0.5,0
2026-04-28,Athletics,Kansas City Royals,0,0.07142857142857117,0.3214285714285712,0.3928571428571429,0.09999999999999998,0
2026-04-28,San Diego Padres,Chicago Cubs,0,-0.6650246305418719,0.1650246305418719,-0.5,0.0,0
2026-04-28,Los Angeles Dodgers,Miami Marlins,0,1.1724137931034484,1.2068965517241383,2.379310344827586,0.09999999999999998,0
2026-04-29,Cleveland Guardians,Tampa Bay Rays,1,-0.8186874304783087,0.4616240266963292,-0.35706340378198,-0.29999999999999993,0
2026-04-29,Chicago White Sox,Los Angeles Angels,1,-0.5741935483870968,0.0634408602150538,-0.510752688172043,0.5,0
2026-04-29,Minnesota Twins,Seattle Mariners,0,0.6387096774193548,-0.7666666666666666,-0.12795698924731183,-0.49999999999999994,0
2026-04-29,Texas Rangers,New York Yankees,1,-1.1999999999999997,-0.30000000000000027,-1.5,-0.6000000000000001,0
2026-04-29,Toronto Blue Jays,Boston Red Sox,1,-0.17011494252873538,-0.39195402298850635,-0.5620689655172413,0.19999999999999996,0
2026-04-29,Los Angeles Dodgers,Miami Marlins,0,1.0999999999999996,1.1333333333333337,2.2333333333333334,0.0,0
2026-04-29,San Diego Padres,Chicago Cubs,0,-0.8114942528735636,-0.01149425287356376,-0.8229885057471265,-0.09999999999999998,0
2026-04-29,Cincinnati Reds,Colorado Rockies,0,0.3103448275862073,0.4298850574712638,0.7402298850574712,0.20000000000000007,0
2026-04-29,Pittsburgh Pirates,St. Louis Cardinals,0,0.014285714285714235,0.7285714285714286,0.7428571428571429,-0.09999999999999998,0
2026-04-29,New York Mets,Washington Nationals,0,-1.7517241379310349,1.7597701149425289,0.008045977011494343,-0.10000000000000003,0
2026-04-29,Atlanta Braves,Detroit Tigers,1,1.4586206896551728,0.7390804597701153,2.197701149425287,0.30000000000000004,0
2026-04-29,Milwaukee Brewers,Arizona Diamondbacks,0,0.39285714285714324,1.25,1.6428571428571428,0.0,0
2026-04-29,Athletics,Kansas City Royals,1,-0.0344827586206895,0.2068965517241379,0.1724137931034483,0.0,0
2026-04-30,Atlanta Braves,Detroit Tigers,0,1.4451612903225808,0.7473118279569895,2.19247311827957,0.4,0
2026-04-30,Baltimore Orioles,Houston Astros,1,-0.6505747126436789,1.0356321839080458,0.38505747126436785,0.2,0
2026-04-30,Baltimore Orioles,Houston Astros,0,-0.39784946236559104,1.2301075268817208,0.832258064516129,0.2,0
2026-04-30,Pittsburgh Pirates,St. Louis Cardinals,0,-0.018909899888765125,0.6707452725250276,0.6518353726362625,-0.09999999999999998,0
2026-04-30,Philadelphia Phillies,San Francisco Giants,1,0.41379310344827624,-1.206896551724138,-0.793103448275862,-0.39999999999999997,0
2026-04-30,Philadelphia Phillies,San Francisco Giants,1,0.43333333333333357,-1.1333333333333329,-0.7000000000000001,-0.2,0
2026-04-30,Cincinnati Reds,Colorado Rockies,1,-0.05698924731182764,0.051612903225805695,-0.005376344086021501,0.09999999999999998,0
2026-04-30,New York Mets,Washington Nationals,0,-2.083870967741935,1.3053763440860218,-0.7784946236559139,-0.2,0
